,Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
0,GOTERM_MF_5,"GO:0001077~transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding",26,3.037383177570093,3.369603245271372e-07,"NFAT5, ONECUT2, SATB2, ONECUT1, TWIST1, FOXK2, GATA3, HOXC13, HOXA10, TBX20, MYBL1, SOX4, HOXA5, EBF1, HMGA2, KLF4, POU3F2, POU4F1, POU4F2, PHOX2B, AR, ELF1, PLSCR1, RFX4, PGR, ATF4",383,270,13115,3.2974567256551595,8.996437477082342e-05,8.996840664874563e-05,8.862056535063709e-05
1,GOTERM_MF_5,GO:0043565~sequence-specific DNA binding,58,6.775700934579438,2.327548835838264e-06,"TOP2A, PRRXL1, ONECUT2, HNF4G, HOXC13, HOXA10, SOX3, SPIC, SALL4, HOXA3, MYBL1, HOXA5, SOX4, KDM6A, EBF1, PAX3, POT1B, POU3F2, FOXP2, RUNX1, FOXP1, AR, ELF1, ISL2, AEBP2, RFX4, PAX9, PGR, HOXB1, ATF4, NFAT5, PIF1, SATB1, SATB2, FOXK2, GATA3, NR2C2, OBOX1, HOXD10, CRIP1, OBOX3, TBX20, HOXC9, MTA3, HOXC8, ZFHX3, TFAP2D, STAT1, IRX6, IRX4, HMGA2, NFXL1, KLF4, GRHL2, POU4F1, POU4F2, PHOX2B, NANOG",383,1040,13115,1.9096957220325368,0.0006212631984703343,0.00031072776958440825,0.00030607267191273173
2,GOTERM_MF_5,GO:0022836~gated channel activity,23,2.6869158878504678,0.00010593484869565608,"TMC1, CHRNA3, CHRNB3, KCND2, GABRA5, KCNH7, KCNIP4, CHRNA6, ITPR2, OPRM1, CACNA1G, ANO3, P2RX7, CACNB3, GRIN3A, SCN9A, KCNQ2, ANXA6, PIEZO2, KCNQ5, SCN4B, SCN1A, GRIA4",383,309,13115,2.5488183054914786,0.0278897965079051,0.0094282015339133,0.0092869550689858
3,GOTERM_MF_5,GO:0005216~ion channel activity,25,2.920560747663552,0.000771702344550932,"CHRNA3, CHRNA6, ITPR2, CACNA1G, SCN9A, PIEZO2, ANXA6, GRIA4, SCN1A, TMC1, CHRNB3, KCND2, GABRA5, KCNH7, KCNIP4, OPRM1, ANO3, P2RX7, CACNB3, GRIN3A, KCNQ2, FXYD7, FAM26F, KCNQ5, SCN4B",383,404,13115,2.118986376444433,0.1862678892694008,0.0515111314987747,0.0507394291542237
4,GOTERM_MF_5,GO:0022838~substrate-specific channel activity,25,2.920560747663552,0.0011754654155555,"CHRNA3, CHRNA6, ITPR2, CACNA1G, SCN9A, PIEZO2, ANXA6, GRIA4, SCN1A, TMC1, CHRNB3, KCND2, GABRA5, KCNH7, KCNIP4, OPRM1, ANO3, P2RX7, CACNB3, GRIN3A, KCNQ2, FXYD7, FAM26F, KCNQ5, SCN4B",383,417,13115,2.052926849121225,0.2695057141815976,0.0569482327919756,0.056095075746403
5,GOTERM_MF_5,GO:0000975~regulatory region DNA binding,41,4.789719626168224,0.001279735568359,"RB1, NFAT5, ONECUT2, SATB1, MYT1L, SATB2, TWIST1, FOXK2, GATA3, HOXA10, SOX3, SALL4, TBX20, MYBL1, SOX4, HOXA5, KDM6A, ZFHX3, TFAP2D, ZFP957, STAT1, EBF1, HMGA2, NFXL1, KLF4, GRHL2, POU3F2, POU4F1, FOXP2, POU4F2, PHOX2B, RUNX1, FOXP1, AR, ELF1, AEBP2, RFX4, PAX9, NANOG, PGR, ATF4",383,835,13115,1.6813839683557166,0.2895865961848449,0.0569482327919756,0.056095075746403
6,GOTERM_MF_5,GO:0005509~calcium ion binding,34,3.9719626168224296,0.004338526238747,"NECAB2, FBN2, CALR3, CLSTN2, PCDH10, NRXN1, PCDH11X, HPCA, ITPR2, RASGRP2, NOL3, LTBP1, CDH7, TTN, CALB2, RPH3A, EFCAB1, ANXA6, HABP2, SNCA, S100A10, CALN1, TBC1D8B, SYT2, PCDH7, KCNIP4, NELL2, SELP, VCAN, PLSCR1, CDH10, MYL3, MASP1, PVALB",383,699,13115,1.6656021096904563,0.6867979102494438,0.1654837865350671,0.1630046286843545
7,GOTERM_MF_5,GO:0003690~double-stranded DNA binding,36,4.205607476635514,0.0082620915451037,"NFAT5, ONECUT2, SATB1, SATB2, FOXK2, GATA3, CRIP1, HOXA10, SOX3, TBX20, MYBL1, SOX4, HOXA5, KDM6A, ZFHX3, TFAP2D, STAT1, EBF1, HMGA2, NFXL1, KLF4, POU3F2, POU4F1, FOXP2, POU4F2, PHOX2B, RUNX1, FOXP1, AR, ELF1, AEBP2, RFX4, PAX9, NANOG, PGR, ATF4",383,787,13115,1.5663805773320372,0.8908619788314118,0.2757473053178378,0.271616259545286
8,GOTERM_MF_5,GO:0008324~cation transmembrane transporter activity,28,3.2710280373831773,0.0098212096480249,"CHRNA3, CHRNA6, SLC6A20B, SLC1A2, ITPR2, CACNA1G, SLC22A16, SCN9A, PIEZO2, SLC12A6, SCN1A, TMC1, SLC12A3, CHRNB3, KCND2, KCNH7, KCNIP4, OPRM1, SLC39A14, P2RX7, CACNB3, GRIN3A, KCNQ2, ATP13A4, FAM26F, KCNQ5, SCN4B, SLC22A21",383,574,13115,1.6703814557727823,0.9282971519442812,0.2913625528914061,0.2869975708256173
9,GOTERM_MF_5,GO:0015276~ligand-gated ion channel activity,10,1.1682242990654206,0.0125188888594271,"P2RX7, CHRNA3, GRIN3A, CHRNB3, KCNH7, GABRA5, CHRNA6, ANXA6, ITPR2, GRIA4",383,128,13115,2.6752203002610964,0.965391018964734,0.3342543325467053,0.3292467770029345
10,GOTERM_MF_5,GO:0032550~purine ribonucleoside binding,69,8.060747663551401,0.0299110259341791,"TOP2A, TTLL10, NRK, CHD3, KIF11, GIMAP5, PIK3C2A, PIK3CG, SMC2, KIF15, SEPT6, TUBB3, DHX58, ANXA6, STK32A, STK32C, MB21D1, CDKL2, SYK, MATK, KIFC5B, UBE2QL1, SYN2, RUNX1, FGR, TUBB2B, NAV3, LCK, MYO3A, RRAGD, SIK3, MYH8, TNIK, SLC22A21, PIF1, SLFN8, RASL2-9, FIGN, UBE2J2, KALRN, AK7, TTBK1, TTN, RASD2, CYB5R3, ACVR1C, SRP54B, RAD54L, MYH11, RIMKLA, BUB1, RAB6B, MDN1, ATAD1, POLQ, RRM1, ATAD2, DCLK1, P2RX7, MAPK10, NLRP14, KIF18A, MYO1B, GNAL, DNAJA3, ATP13A4, CDK12, CDK14, FRK",383,1872,13115,1.262155218584723,0.9996989152351332,0.6892158352566049,0.6788905043913374
11,GOTERM_MF_5,GO:0005524~ATP binding,57,6.658878504672897,0.0323235344022835,"TOP2A, TTLL10, NRK, CHD3, KIF11, PIK3C2A, PIK3CG, SMC2, KIF15, DHX58, STK32A, STK32C, MB21D1, CDKL2, SYK, MATK, KIFC5B, UBE2QL1, SYN2, RUNX1, FGR, NAV3, LCK, MYO3A, SIK3, MYH8, TNIK, SLC22A21, PIF1, SLFN8, FIGN, UBE2J2, KALRN, AK7, TTBK1, TTN, ACVR1C, RAD54L, MYH11, RIMKLA, BUB1, MDN1, ATAD1, POLQ, RRM1, ATAD2, DCLK1, P2RX7, MAPK10, NLRP14, KIF18A, MYO1B, DNAJA3, ATP13A4, CDK12, CDK14, FRK",383,1507,13115,1.2951829668682786,0.9998451333983877,0.6892158352566049,0.6788905043913374
12,GOTERM_MF_5,GO:0032559~adenyl ribonucleotide binding,58,6.775700934579438,0.0360135617771372,"TOP2A, TTLL10, NRK, CHD3, KIF11, PIK3C2A, PIK3CG, SMC2, KIF15, DHX58, STK32A, STK32C, MB21D1, CDKL2, SYK, MATK, KIFC5B, UBE2QL1, SYN2, RUNX1, FGR, NAV3, LCK, MYO3A, SIK3, MYH8, TNIK, SLC22A21, PIF1, SLFN8, FIGN, UBE2J2, KALRN, AK7, TTBK1, TTN, CYB5R3, ACVR1C, RAD54L, MYH11, RIMKLA, BUB1, MDN1, ATAD1, POLQ, RRM1, ATAD2, DCLK1, P2RX7, MAPK10, NLRP14, KIF18A, MYO1B, DNAJA3, ATP13A4, CDK12, CDK14, FRK",383,1548,13115,1.2829997098926602,0.9999441611152524,0.6892158352566049,0.6788905043913374
13,GOTERM_MF_5,GO:0032813~tumor necrosis factor receptor superfamily binding,5,0.5841121495327103,0.0385318409235773,"STAT1, TRAF6, TNFSF11, NOL3, TNFSF13B",383,44,13115,3.891229527652504,0.9999722271799976,0.6892158352566049,0.6788905043913374
